,UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
1425,Banco Davivienda,@Davivienda,2021-12-18T20:44:22.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@davidapelaez
Buenas tardes, Sr. David. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Feliz día.
1",,1,,,[],https://twitter.com/Davivienda/status/1472306769225400320
1426,Banco Davivienda,@Davivienda,2021-12-18T18:20:06.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@Angel_Rivera_N
Hola Angel. Bienvenido a nuestro canal de atención, soy Laura y lo ayudaré a resolver su inconveniente. Por favor envíenos por mensaje privado sus datos y los detalles de su caso, con gusto lo resolveremos. Quedamos atentos. 
1",,1,,,[],https://twitter.com/Davivienda/status/1472270464466653185
1427,Banco Davivienda,@Davivienda,2021-12-18T02:38:19.000Z,"Banco Davivienda
@Davivienda
·
17 dic.","En respuesta a 
@CarlosGrosso1
Buenas noches, Sr Carlos. Lamentamos este tipo de inconvenientes. Por favor escribanos a través de mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472033453600227332
1428,Banco Davivienda,@Davivienda,2021-12-18T13:11:27.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@IntensamenteKet
Buenos días. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos. Saludos.",,,,,[],https://twitter.com/Davivienda/status/1472192790763216898
1429,Banco Davivienda,@Davivienda,2021-12-18T20:51:22.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@Erikasu_18
Buenas tardes, Sra. Erika. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos por mensaje privado para que le podamos ayudar. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472308529448951812
1430,Carlos Sagal,@SagalCarlos,2021-12-19T13:11:07.000Z,"Carlos Sagal
@SagalCarlos
·
19 dic.","Ella estaba padeciendo el síndrome de Davivienda...
ElRodry
@ElRoRodry
 · 19 dic.
Que Nany Pardo ya no es jefe de comunicaciones de Gustavo Petro. 

Gracias a Dios! 
1",😌,,,1,"['https://pbs.twimg.com/media/FG-RDYnXoAovQxL?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/1429157100505157633/48PvVXer_mini.jpg']",https://twitter.com/SagalCarlos/status/1472555093102845956
1431,.,@DanielaRamy,2021-12-19T17:34:15.000Z,".
@DanielaRamy
·
19 dic.","Cuentas claras conservan amigos, pero si hay que recordárselo todo el tiempo, estás como en Davivienda.
1
2",,1,,2,[],https://twitter.com/DanielaRamy/status/1472621313789509638
1432,Ana Rivas,@AnaRiva36369910,2021-12-19T00:50:16.000Z,"Ana Rivas
@AnaRiva36369910
·
18 dic.","En respuesta a 
@LaSihuanaba1
 y 
@MendezAzahar
Este abogado Saenz que no es uno de los que participaba en la demanda que ganó el señor Salaverria de Ahuachapan a Davivienda; la fortaleza templanza dignidad etc la tiene en su mayoría el soberano quien derroto a los q disponían del país como propio y ahora lloran porgosar$$$$
1
2
7",👎,1,2,7,[],https://twitter.com/AnaRiva36369910/status/1472368651315691520
1433,Randall BC,@rbadillarx,2021-12-19T00:56:36.000Z,"Randall BC
@rbadillarx
·
18 dic.","A mí en la mañana me falló el #SINPE móvil del BAC y de Davivienda. Por dicha, por tener el # de cel pude sacar el dinero de un cajero y poder pagar el servicio. #SINPE móvil debe durar lo mismo que una transacción por datáfono; punto!",,,,,[],https://twitter.com/rbadillarx/status/1472370245931257860
1434,Francisco Galindo H,@fgalindoh,2021-12-19T18:08:31.000Z,"Francisco Galindo H
@fgalindoh
·
19 dic.","Era ironía, a lo Chamorro de Davivienda
Sebastián
@Sebastian___1
 · 19 dic.
En respuesta a @fgalindoh
Error de Alisson, no virtud de él.",,,,,['https://pbs.twimg.com/profile_images/1410460376144269315/R8uqWr2A_mini.jpg'],https://twitter.com/fgalindoh/status/1472629935999172614
1435,Marlon,@MarlonS95907100,2021-12-19T17:16:48.000Z,"Marlon
@MarlonS95907100
·
19 dic.","@DaviPlata
 Buenas tardes, envíe un dinero de mi cuenta Davivienda ahorros a mi cuenta de daviplata y ya no aparece el saldo en ninguna de las dos cuentas. Que debo hacer.
1",,1,,,[],https://twitter.com/MarlonS95907100/status/1472616921837314065
1436,JuanSebastiánNaranjo,@CosmoDaKitten,2021-12-19T15:18:34.000Z,"JuanSebastiánNaranjo
@CosmoDaKitten
·
19 dic.","O sea que la única forma de desbloquear mi cuenta de ahorros es yendo hasta una oficina de Davivienda. En el año 2021.
1
3",,,1,3,[],https://twitter.com/CosmoDaKitten/status/1472587165179723783
1437,Heidy Yolanda Cañas Cruz,@HeidyYolandaCa4,2021-12-19T14:23:38.000Z,"Heidy Yolanda Cañas Cruz
@HeidyYolandaCa4
·
19 dic.","En respuesta a 
@Davivienda
Que bonita celebración de Navidad y cuando liberaron los aguinaldos? También el pueblo merece celebrar",,,,,[],https://twitter.com/HeidyYolandaCa4/status/1472573342649663490
1438,Edison Mejia,@Edimejia1979,2021-12-19T14:41:43.000Z,"Edison Mejia
@Edimejia1979
·
19 dic.","En respuesta a 
@NoticiasRCN
Deberían investigar el abuso que está cometiendo 
@binance
 socio comercial de 
@Davivienda
 en Colombia en el piloto de criptomonedas. Tiene bloqueadas más de 500 cuentas de manera ilegal y el número en aumento. Eso nos espera en Colombia con las cripto?
1
1",,,1,1,[],https://twitter.com/Edimejia1979/status/1472577893880549381
1439,Banco Davivienda,@Davivienda,2021-12-19T18:02:39.000Z,"Banco Davivienda
@Davivienda
·
19 dic.","En respuesta a 
@fdoatehortua
Buenas tardes. Trabajamos continuamente para mejorar su experiencia. Para nosotros es importante brindar acompañamiento a su caso por favor contáctenos a través de mensaje privado para que le podamos ayudar. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1472628458366853121
1440,Quegolazodel10,@Quegolazodel10,2021-12-19T16:01:08.000Z,"Quegolazodel10
@Quegolazodel10
·
19 dic.","Síguenos para más datos interesantes, pronósticos live y pronósticos de las ligas más importantes del mundo 
.
.
.
.
.
.
.
.
.
.
#ligaxwin
#balondividido
#davivienda 
#angelicacamacho
#losdelsur
#esperanzagomez
#comutricolor
#nacionalespasion
#qhubomedal… https://instagr.am/p/CXq3zjPrIKP/",,,,,['https://pbs.twimg.com/media/FG-39-UXIAgz2Th?format=jpg&name=small'],https://twitter.com/Quegolazodel10/status/1472597880758312968
1441,DuberPaez,@DuberPaez,2021-12-19T01:08:43.000Z,"DuberPaez
@DuberPaez
·
18 dic.","En respuesta a 
@Davivienda
TIENEN COMPRENSIÓN  LECTORA .. PARA QUINCENA DE DICIEMBRE CAJEROS DAÑADOS Y SIN DINERO EN LA LOCALIDAD DE USME ES SIMPLE CONFIRMAR DISPONIBILIDAD DE EFECTIVO  Y TENER SOPORTE PARA EL CC ALTAVISTA . Y EL DEL PORTAL Y DEL EXITO NINGUNO SIRVE
1
1",,1,,1,[],https://twitter.com/DuberPaez/status/1472373293265133573
1442,Sara,@SaraGomezOssa,2021-12-19T21:03:31.000Z,"Sara
@SaraGomezOssa
·
19 dic.","En respuesta a 
@itamaria83
 y 
@Bancolombia
Yo he tenido Davivienda, Bancolombia y Falabella.

Me quedo con Falabella 10/10 que además funciona también fuera del país sin tanto pereque.
2",,,,2,[],https://twitter.com/SaraGomezOssa/status/1472673977734770693
1443,Sandra Rodriguez,@Sanedith,2021-12-19T19:11:11.000Z,"Sandra Rodriguez
@Sanedith
·
19 dic.","Jajajajaja yo creo además se esconde en entidades bancarias repletas como 
@Davivienda
 @BancoPopularCR
 @Banco_AvVillas
 @BancodeBogota
 banco de occidente en estos en especial el covid no funciona
farmaceuticoactivo
@farmaceuticoac1
 · 18 dic.
Una pregunta los virus saben leer ? Será que el virus ve el pase sanitario y se asusta ?
1",,,,1,['https://pbs.twimg.com/profile_images/1397063429727391746/VSzCx1gE_mini.jpg'],https://twitter.com/Sanedith/status/1472645705831489544
1444,Rafael A Sermeño,@Rafserme,2021-12-19T02:31:54.000Z,"Rafael A Sermeño
@Rafserme
·
18 dic.","En respuesta a 
@antoasb
 y 
@chivowallet
Pobre, cree que estás cosas sólo pasan con la app, yo tengo un proceso abierto con Davivienda por algo similar, pero en su burbuja sólo la Chivo... Pero bueno...
2
2",,2,,2,[],https://twitter.com/Rafserme/status/1472394229196496897
1445,Le Diable Boiteux Trompe Les Rois,@lucholarrompe,2021-12-19T23:59:34.000Z,"Le Diable Boiteux Trompe Les Rois
@lucholarrompe
·
19 dic.","Respondiendo a 
@AndrsFelipeCa10
 @Margaritarosadf
 y 4 más
Leer es bueno!
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1",,1,,,[],https://twitter.com/lucholarrompe/status/1472718282209832963
1446,Javier Lopez Beltrán,@JavierLopezBel6,2021-12-19T23:45:00.000Z,"Javier Lopez Beltrán
@JavierLopezBel6
·
19 dic.","Respondiendo a 
@lucholarrompe
 @Margaritarosadf
 y 4 más
Neron?
1",,,1,,[],https://twitter.com/JavierLopezBel6/status/1472714615285063681
1447,El man de las tortas.,@DonLuisEduardo,2021-12-19T21:01:47.000Z,"El man de las tortas.
@DonLuisEduardo
·
19 dic.","En respuesta a 
@itamaria83
Es el menos tóxico. Porque ni Avvillas ni Davivienda recomiendo.
1
3",,1,,3,[],https://twitter.com/DonLuisEduardo/status/1472673538666549248
1448,DuberPaez,@DuberPaez,2021-12-19T00:40:20.000Z,"DuberPaez
@DuberPaez
·
18 dic.","En respuesta a 
@Davivienda
En la localidad de usme hay 4 cajeros 2 dañados 1 sin efectivo y otro con filas de 2 horas bravo ..... sin duda EL PEOR BANCO DE COLOMBIA EL PEOR
1",,1,,,[],https://twitter.com/DuberPaez/status/1472366153846640649
1449,Jennifer Hernandez,@senorasalvaje,2021-12-19T22:58:42.000Z,"Jennifer Hernandez
@senorasalvaje
·
19 dic.","En respuesta a 
@IsabelaV67
Ui noo, a mi me descontaron tal y como te envié en el reporte de davivienda y no me han notificado de la devolución, tu tienes eso en algún documento para hablar con davivienda y realizar el respectivo reclamo?
1
1",,1,,1,[],https://twitter.com/senorasalvaje/status/1472702964259332101
1450,eugenia amaya,@AmayaEugenia,2021-12-19T07:51:10.000Z,"eugenia amaya
@AmayaEugenia
·
19 dic.","En respuesta a 
@Davivienda
 y 
@WellAgency3
Davivienda, felicitaciones por los nuevos   premios 2021 a sus proveedores!  gran amor a Colombia  ! Bendiciones",🙌 👏 🙏 👍 🙏 ❤ ♥,,,,[],https://twitter.com/AmayaEugenia/status/1472474575703318529
1451,Salsita BBQ,@SalsitaBBQ,2021-12-19T02:00:19.000Z,"Salsita BBQ
@SalsitaBBQ
·
18 dic.","@Nequi
 Hice una transferencia de Nequi a cuenta de ahorros Davivienda y ya lleva mas de 26 horas y no se ha hecho efectiva, fueron 200.000 que aún no se ven reflejados, los voy a perder?
1",🤥,1,,,[],https://twitter.com/SalsitaBBQ/status/1472386280252231683
1452,Ciudadano Libre,@encoronavirao20,2021-12-19T00:10:22.000Z,"Ciudadano Libre
@encoronavirao20
·
18 dic.","En respuesta a 
@GarciaColorad0
¿Haciéndole propaganda a davivienda?",,,,,[],https://twitter.com/encoronavirao20/status/1472358612479709187
1453,Mr. Alex,@iamToulouse22,2021-12-19T03:33:41.000Z,"Mr. Alex
@iamToulouse22
·
18 dic.","En respuesta a 
@JuanBucareli
 @paulaenelalma
 y 
@Davivienda
Aprovecha y llora por las barradas 
1",😌,,,1,[],https://twitter.com/iamToulouse22/status/1472409775929536516
1454,Soacha,@ZtebenZoacha,2021-12-19T18:12:12.000Z,"Soacha
@ZtebenZoacha
·
19 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Yo pensé que se hacían ricos dando vivienda...",,,,,[],https://twitter.com/ZtebenZoacha/status/1472630864861401097
1455,Lucas Friedman jr.,@Lucasfriedmanjr,2021-12-19T15:38:21.000Z,"Lucas Friedman jr.
@Lucasfriedmanjr
·
19 dic.","@Davivienda
 ¿como no vas a tener cajero en el matecaña omeeeee?
1",,1,,,[],https://twitter.com/Lucasfriedmanjr/status/1472592143491416066
1456,TOLOPOSUNGO,@nogriten,2021-12-19T01:17:13.000Z,"TOLOPOSUNGO
@nogriten
·
18 dic.","En respuesta a 
@nogriten
 @wilsonariasc
 y 
@Davivienda
Pero oh sorpresa, cuando llevaba 4 meses de mora ahí si encontraron su teléfono real y lo llamaron para notificarlo del cobro, número al que nunca llamaron para verificar la identidad. Es un trabajo interno de fraudes en 
@Davivienda
 y no investigan hasta que son demandados.",,,,,[],https://twitter.com/nogriten/status/1472375433131868164
1457,𝑹𝒐𝒔𝒆𝒎𝒃𝒆𝒓𝒈,@_Rosemberg_,2021-12-19T23:54:39.000Z,"𝑹𝒐𝒔𝒆𝒎𝒃𝒆𝒓𝒈
@_Rosemberg_
·
19 dic.","Respondiendo a 
@tomyko79
 @lucholarrompe
 y 5 más
Grupo AVAL:
Banco de Bogotá, Banco de Occidente, Banco Popular, Banco AV Villas, propiedad de Sarmiento Ángulo el mismo dueño de el fondo de pensiones y cesantías Porvenir",,,,,[],https://twitter.com/_Rosemberg_/status/1472717041425600512
1458,zaida carolain...,@PAOLAHE21933060,2021-12-19T15:56:34.000Z,"zaida carolain...
@PAOLAHE21933060
·
19 dic.","En respuesta a 
@JeonPark_JP
 @JovenesAccionCo
 y 
@ProsperidadCol
También te puedes acercar mañana a una sucursal de Davivienda y aya también te cancelan.
1",,1,,,[],https://twitter.com/PAOLAHE21933060/status/1472596728817856512
1459,TOLOPOSUNGO,@nogriten,2021-12-19T01:13:53.000Z,"TOLOPOSUNGO
@nogriten
·
18 dic.","En respuesta a 
@wilsonariasc
 y 
@Davivienda
Otro caso: a nombre de un familiar sacaron tarjetas de crédito, cta corriente y crédito de libre inversión, sin firmas, sin huellas, con preguntas falsas de Datacredito, las llamadas de 'verificación' a un celular X y la TC enviada a otra dirección.
2",,2,,,[],https://twitter.com/nogriten/status/1472374594396950540
1460,Juan Bucareli,@JuanBucareli,2021-12-19T03:27:42.000Z,"Juan Bucareli
@JuanBucareli
·
18 dic.","En respuesta a 
@paulaenelalma
 y 
@Davivienda
Espero una hora y el dinero se ve reflejado en la aplicación nuevamente?
2
1",,2,,1,[],https://twitter.com/JuanBucareli/status/1472408271994724355
1461,Yon,@aiamjohn_19,2021-12-19T03:45:37.000Z,"Yon
@aiamjohn_19
·
18 dic.","En respuesta a 
@JuanBucareli
 y 
@Davivienda
Si me pasó, pero al rato ya está el dinero otra vez, lo feo es que si lo necesitas de afán te jodes :(",✨,,,,[],https://twitter.com/aiamjohn_19/status/1472412778879197187
1462,Tomás Fernández Cadavid,@tomyko79,2021-12-19T23:41:45.000Z,"Tomás Fernández Cadavid
@tomyko79
·
19 dic.","Respondiendo a 
@lucholarrompe
 @Margaritarosadf
 y 4 más
Como van a ser monopolio si son de dueños diferentes?
2
1",,2,,1,[],https://twitter.com/tomyko79/status/1472713794891694080
1463,Banco Davivienda,@Davivienda,2021-12-19T03:24:59.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@JuanBucareli
Buenas noches, Sr. Juan. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
2",,,,2,[],https://twitter.com/Davivienda/status/1472407588503371777
1464,Davivienda Escucha,@DaviEscucha,2021-12-19T02:20:43.000Z,"Davivienda Escucha
@DaviEscucha
·
18 dic.","En respuesta a 
@rigo8524
Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.
1",,1,,,[],https://twitter.com/DaviEscucha/status/1472391413237043205
1465,Banco Davivienda,@Davivienda,2021-12-19T00:33:21.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@fabioladuquegon
Es importante mantener su información personal segura, lo invitamos a borrar el comentario publicado anteriormente. Por favor envíenos su nombre y número de documento, únicamente por mensaje privado para gestionar su caso. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1472364392461209601
1466,Banco Davivienda,@Davivienda,2021-12-19T15:44:47.000Z,"Banco Davivienda
@Davivienda
·
19 dic.","En respuesta a 
@Lucasfriedmanjr
Buenos días. Para nosotros es importante mejorar su experiencia con Davivienda por este motivo, le sugerimos nos siga para contactarnos por mensaje privado y conocer su caso en detalle. Quedamos pendientes de su respuesta.",,,,,[],https://twitter.com/Davivienda/status/1472593762572374020
1467,Banco Davivienda,@Davivienda,2021-12-19T15:16:45.000Z,"Banco Davivienda
@Davivienda
·
19 dic.","En respuesta a 
@CosmoDaKitten
Buenos días. Lamentamos este tipo de inconvenientes. Por favor escribanos por mensaje privado para validar su caso. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472586710991003651
1468,Banco Davivienda,@Davivienda,2021-12-19T01:29:39.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@nogriten
Buenas noches. De antemano, ofrecemos disculpas por las molestias ocasionadas. Para ayudarle con su solicitud, por favor amplíenos la información de su caso por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472378561407471621
1469,Banco Davivienda,@Davivienda,2021-12-19T00:07:36.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@RadiologiaEpige
Buenas noches. Para ayudarle con su solicitud, le invitamos a escribirnos por mensaje interno. Feliz noche.",,,,,[],https://twitter.com/Davivienda/status/1472357915906375680
1470,Banco Davivienda,@Davivienda,2021-12-19T00:09:08.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@jim244857
Buenas noches. Para revisar su caso por favor envíenos su nombre y número de documento, únicamente por mensaje privado. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472358302159761409
1471,Banco Davivienda,@Davivienda,2021-12-19T01:04:46.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@DuberPaez
Buenas noches, Sr. Duber. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.
1",,1,,,[],https://twitter.com/Davivienda/status/1472372300359999489
1472,Banco Davivienda,@Davivienda,2021-12-19T00:39:58.000Z,"Banco Davivienda
@Davivienda
·
18 dic.","En respuesta a 
@Manu03paez
Buenas noches, Sra. Manuela. Lamentamos los inconvenientes presentados. Queremos conocer los detalles de su caso, por favor escríbanos por mensaje privado y con gusto lo validaremos. Quedamos atentos.",,,,,[],https://twitter.com/Davivienda/status/1472366059986427906
1473,Carol Restrepo A.,@carorestrepoama,2021-12-20T16:06:24.000Z,"Carol Restrepo A.
@carorestrepoama
·
20 dic.","¿Cómo hago para que la aplicación de 
@Davivienda
 sirva? Piden las huellas y nunca te lleva al siguiente paso.
GIF",,,,,['https://pbs.twimg.com/tweet_video_thumb/FHECwc2X0AMg33P.jpg'],https://twitter.com/carorestrepoama/status/1472961593378021380
1474,MaríaCristinaBarrios,@MariaCrisB10,2021-12-20T21:38:35.000Z,"MaríaCristinaBarrios
@MariaCrisB10
·
20 dic.","Ese msj de davivienda me encantó 
1",😍,1,,,[],https://twitter.com/MariaCrisB10/status/1473045186771103749
1475,Adris,@Adrismc_,2021-12-20T16:40:39.000Z,"Adris
@Adrismc_
·
20 dic.","Odio con todo mi ser la app del Davivienda 
1
1",🤬 😡,1,,1,[],https://twitter.com/Adrismc_/status/1472970209900302337
1476,Carlos Abdul Valero,@Valeroabdul,2021-12-20T01:12:18.000Z,"Carlos Abdul Valero
@Valeroabdul
·
19 dic.","En respuesta a 
@JERobledo
Jorge está como Davivienda...en el lugar equivocado...un mosco en leche en esa coalición de la Esperanza...
1
3
14",,1,3,14,[],https://twitter.com/Valeroabdul/status/1472736583052898315
1477,José Jimenez,@JosJime94206566,2021-12-20T21:54:11.000Z,"José Jimenez
@JosJime94206566
·
20 dic.","@Davivienda
 pésimo servicio de este banco la app Davivienda no sirve para nada
1
1",,1,,1,[],https://twitter.com/JosJime94206566/status/1473049112849301510
1478,¡Sergio!,@SAGC96,2021-12-20T23:57:09.000Z,"¡Sergio!
@SAGC96
·
20 dic.","Malparidos hijueputas 
@Davivienda
 !!!
1",,,,1,[],https://twitter.com/SAGC96/status/1473080059229573127
1479,LeoEnciso,@LeoEnciso4,2021-12-20T17:51:16.000Z,"LeoEnciso
@LeoEnciso4
·
20 dic.","Estos malpajorros de 
@Davivienda
 se anticiparon al 2022 y empezaron con subirle  19% a las transferencias
1",,1,,,[],https://twitter.com/LeoEnciso4/status/1472987981258571789
1480,zildride,@zildride,2021-12-20T23:41:59.000Z,"zildride
@zildride
·
20 dic.","En respuesta a 
@Davivienda
Trabajan mucho que se les escribe un mensaje interno y un bot le dice que escriba a un WhatsApp. 5 minutos y nada. ¿Por donde más puedo sacar mi dinero???
1",,1,,,['https://pbs.twimg.com/media/FHFrBtNXsAIH7l2?format=jpg&name=small'],https://twitter.com/zildride/status/1473076243163668481
1481,Marcela Alvarez Mejia,@MarceAmejia,2021-12-20T23:28:21.000Z,"Marcela Alvarez Mejia
@MarceAmejia
·
20 dic.","@Davivienda
 @DaviPlata
 Por favor la aplicación caída, y uno en la calle necesita do un retiro. Una razón. Solución. Esta aplicación se volvió un problemita.
1
2
2",,1,2,2,[],https://twitter.com/MarceAmejia/status/1473072810893398025
1482,Juan Fer,@juanferdiazne,2021-12-20T14:13:38.000Z,"Juan Fer
@juanferdiazne
·
20 dic.","Interesante propuesta crear 100 bancos para hacerle frente a Bancolombia, Davivienda y Aval Group, Que manejan el 65% del mercado de creditos. Pero Como? Cuál es el mecanismo? Decreto o ley para ejecutar está idea; de lo contrario sería una propuesta populista más!
17
8
10",,17,8,10,['https://pbs.twimg.com/media/FHDo8z0XoAE5SNX?format=jpg&name=small'],https://twitter.com/juanferdiazne/status/1472933214134194184
1483,Todo Motor,@todomotorsv,2021-12-20T00:34:01.000Z,"Todo Motor
@todomotorsv
·
19 dic.","#ElSalvador / Accidente de tránsito frente davivienda, sobre el redondel torogoz en San Salvador.
 Precaución al transitar por la zona
El siguiente elemento multimedia incluye contenido potencialmente delicado. Cambiar la configuración
Ver
1
1
8",⛔,1,1,8,[],https://twitter.com/todomotorsv/status/1472726948220702720
1484,Mumm-Ra,@MummRa78675541,2021-12-20T15:30:06.000Z,"Mumm-Ra
@MummRa78675541
·
20 dic.","Señores 
@WRadioColombia
 descubri un robo continuo en 
@DaviPlata
 @Davivienda
 les interesa tengo toda la evidencia.....porque 
@Davivienda
 no responde, pero si quieren que salga a luz pública",,,,,[],https://twitter.com/MummRa78675541/status/1472952458754379788
1485,Manuel Celis,@EnKunfuncion,2021-12-20T14:17:06.000Z,"Manuel Celis
@EnKunfuncion
·
20 dic.","Y entonces 
@Davivienda
 exige que usuarios se acerquen a una oficina para realizar trámites que ellos mismos exigen. Y se acerca uno y la respuesta es no hay sistema. Ahí cual es la solución??
1",,1,,,[],https://twitter.com/EnKunfuncion/status/1472934087182753795
1486,José Jimenez,@JosJime94206566,2021-12-20T22:53:46.000Z,"José Jimenez
@JosJime94206566
·
20 dic.","En respuesta a 
@Davivienda
Buenas noches tengo la app de Davivienda y desde hace rato no me deja ver pagos no me deja ver mi saldo no puedo ingresar a la app
1
1",,1,,1,[],https://twitter.com/JosJime94206566/status/1473064109767860233
1487,Enzo Villa,@EnzoVil45091798,2021-12-20T21:52:10.000Z,"Enzo Villa
@EnzoVil45091798
·
20 dic.","@Davivienda
 Que problema es que tenemos hoy clientes de este banco en la aplicación, a toda hora es no existe comunicación, que pesadilla, arregle ese problema pronto.
1
1",,1,,1,[],https://twitter.com/EnzoVil45091798/status/1473048608274632706
1488,ángel gonzález,@aangelgp,2021-12-20T17:23:38.000Z,"ángel gonzález
@aangelgp
·
20 dic.","Hola buenos días 
@Nequi
,el sábado necesité transferir de mi cuenta Nequi a mi cuenta Davivienda como siempre lo había echo y el dinero nunca llegó a Davivienda y tampoco retorna a Nequi¿Que tengo que hacer para que me liberen mi dinero?
1",,1,,,[],https://twitter.com/aangelgp/status/1472981026825805835
1489,OSCKAR CARDENAS,@cardenas_207,2021-12-20T12:30:08.000Z,"OSCKAR CARDENAS
@cardenas_207
·
20 dic.","Señores 
@SFCsupervisor
 en 
@DaviPlata
 me tienen bloqueado un dinero sin dar solución hasta el día de hoy lo que me ha generado sobrecostos. Quien responde? porque 
@Davivienda
 se lava las manos.",,,,,[],https://twitter.com/cardenas_207/status/1472907166340296705
1490,Laura Garzón Acosta,@laurigarzon,2021-12-20T21:01:21.000Z,"Laura Garzón Acosta
@laurigarzon
·
20 dic.","Advertencia atemporal: pilas con las llamadas de ""bancos"", comunicándoles que devolverán el IVA, pidiendo claves virtuales, etc. 
@Davivienda
 ¡Qué angustia!
1",,1,,,[],https://twitter.com/laurigarzon/status/1473035820294717441
1491,Alejandro Callejas Mora,@AlejoCallejasM,2021-12-20T03:10:56.000Z,"Alejandro Callejas Mora
@AlejoCallejasM
·
19 dic.","En respuesta a 
@DavidRacero
 y 
@EDR_CD
Jajajajajaja 
@EDR_CD
 está como Davivienda amigo?
1",🌳 💧,,,1,[],https://twitter.com/AlejoCallejasM/status/1472766441103503365
1492,Luis Quintero Ruiz,@LuisQuinteroRu2,2021-12-20T20:47:41.000Z,"Luis Quintero Ruiz
@LuisQuinteroRu2
·
20 dic.","En respuesta a 
@Davivienda
 y 
@fdoatehortua
Ustedes trabajan? Yo pense que solo robaban",,,,,[],https://twitter.com/LuisQuinteroRu2/status/1473032379455447044
1493,@juano191,@juano191,2021-12-20T16:07:37.000Z,"@juano191
@juano191
·
20 dic.","Señores 
@Davivienda
 llevo tres días tratando  solucionar un problema y sus asesores no dan respuesta, su teléfono rojo no sirve para nada que debo hacer, me veo  obligado de escribír por acá a ver si encuentro respuesta de álguien, 
@sicsuper
 porfa RT.
2
1",,2,,1,[],https://twitter.com/juano191/status/1472961896630427654
1494,Tío Albert,@aijeitpipol,2021-12-20T15:10:56.000Z,"Tío Albert
@aijeitpipol
·
20 dic.","En respuesta a 
@Perenguena
 y 
@Davivienda
Literalmente están en el lugar equivocado.
1
1",,,1,1,[],https://twitter.com/aijeitpipol/status/1472947635019517958
1495,Lucy,@betty_bermu,2021-12-20T03:31:57.000Z,"Lucy
@betty_bermu
·
19 dic.","Como Davivienda, en el lugar equivocado.",,,,,[],https://twitter.com/betty_bermu/status/1472771726991835137
1496,Silvia J Aparicio G,@Japaricio21,2021-12-20T23:23:05.000Z,"Silvia J Aparicio G
@Japaricio21
·
20 dic.","En respuesta a 
@Davivienda
Pero me van a dar solución? O me van a pedir que vuelva a comunicarme con el establecimiento en el exterior para que me digan nuevamente lo que ya les mostré que dice el correo?
1",,1,,,[],https://twitter.com/Japaricio21/status/1473071487624036353
1497,Guillermo Baquero R,@gbaquerorincon,2021-12-20T22:40:16.000Z,"Guillermo Baquero R
@gbaquerorincon
·
20 dic.","En respuesta a 
@pukyseshotmail1
 @wilsonariasc
 y 
@Davivienda
Son capaces de falsificar un documento firmado por compradores con arras de negocio y ejercer presion para que un tribunal los declare inocentes habiendo el tribunal  comprobado la falsificacion y verificado la prueba forense. Desconocieron mas de 20 pruebas.",,,,,[],https://twitter.com/gbaquerorincon/status/1473060711031001090
